Folder,Analysis Result
summer_light,"(array([38, 34, 35]), array([36, 28, 28]), array([181, 114, 125]), array([191, 167, 163]))"
autumn_dark,"(array([50, 43, 48]), array([159, 117,  93]), array([175,  58,  67]), array([199, 158, 132]))"
autumn_dark,"(array([44, 29, 31]), array([116,  74,  64]), array([253, 154, 169]), array([254, 196, 186]))"
autumn_dark,"(array([41, 28, 31]), array([77, 62, 58]), array([153,  75,  84]), array([200, 180, 168]))"
autumn_dark,"(array([20, 14, 11]), array([33, 21, 16]), array([173,  89,  82]), array([203, 168, 146]))"
autumn_dark,"(array([26, 21, 24]), array([26, 25, 26]), array([200, 102, 106]), array([224, 162, 148]))"
autumn_dark,"(array([21, 22, 23]), array([31, 41, 47]), array([251, 154, 146]), array([253, 197, 166]))"
autumn_dark,"(array([211, 172, 149]), array([52, 49, 46]), array([207, 155, 121]), array([248, 215, 189]))"
autumn_dark,"(array([28, 20, 28]), array([83, 66, 64]), array([165,  86,  78]), array([183, 129, 102]))"
autumn_dark,"(array([23, 27, 45]), array([95, 84, 79]), array([224, 170, 170]), array([237, 205, 186]))"
autumn_dark,"(array([13,  9,  7]), array([118,  98,  80]), array([118,  35,  32]), array([174, 155, 125]))"
autumn_dark,"(array([58, 41, 45]), array([131, 110,  98]), array([154, 105, 115]), array([229, 192, 181]))"
autumn_dark,"(array([15, 16, 21]), array([125, 109,  97]), array([190, 154, 156]), array([210, 197, 181]))"
autumn_dark,"(array([11,  2,  1]), array([57, 39, 32]), array([146,  80,  79]), array([166, 121, 104]))"
autumn_dark,"(array([48, 35, 35]), array([171, 136, 111]), array([214, 131, 115]), array([227, 166, 130]))"
autumn_dark,"(array([27, 20, 17]), array([86, 70, 57]), array([137,  93,  92]), array([173, 158, 146]))"
autumn_dark,"(array([85, 69, 46]), array([155, 147, 148]), array([191, 141, 146]), array([205, 223, 221]))"
autumn_dark,"(array([47, 29, 25]), array([187, 117,  98]), array([251, 145, 126]), array([254, 193, 160]))"
autumn_dark,"(array([16,  7, 10]), array([97, 68, 55]), array([99, 37, 35]), array([153, 118,  98]))"
autumn_dark,"(array([21, 15, 16]), array([96, 71, 63]), array([97, 49, 47]), array([168, 136, 124]))"
autumn_dark,"(array([33, 16,  9]), array([210, 170, 137]), array([210, 120, 105]), array([216, 178, 147]))"
autumn_dark,"(array([75, 48, 35]), array([157, 127, 106]), array([199, 112, 120]), array([211, 185, 167]))"
autumn_dark,"(array([43, 40, 41]), array([87, 81, 79]), array([200, 116, 120]), array([204, 191, 175]))"
autumn_dark,"(array([6, 4, 2]), array([109, 104,  80]), array([146, 108, 108]), array([194, 236, 251]))"
autumn_dark,"(array([43, 36, 34]), array([139, 149, 135]), array([159, 102, 114]), array([188, 227, 209]))"
autumn_dark,"(array([43, 40, 42]), array([82, 71, 68]), array([154, 106,  93]), array([198, 187, 168]))"
autumn_dark,"(array([46, 22, 18]), array([152, 121, 108]), array([203, 141, 128]), array([205, 164, 138]))"
autumn_dark,"(array([62, 45, 46]), array([88, 79, 73]), array([253, 249, 215]), array([241, 212, 177]))"
autumn_dark,"(array([43, 28, 28]), array([95, 66, 62]), array([203,  96,  99]), array([237, 202, 202]))"
autumn_dark,"(array([27, 27, 26]), array([24, 26, 24]), array([128,  90,  83]), array([183, 182, 158]))"
autumn_dark,"(array([78, 39, 32]), array([189, 135, 114]), array([206, 127, 111]), array([234, 175, 146]))"
autumn_dark,"(array([30, 17, 12]), array([67, 36, 29]), array([204, 157, 184]), array([182, 166, 160]))"
autumn_dark,"(array([24, 13, 17]), array([146,  92,  58]), array([171,  45,  45]), array([245, 171, 126]))"
autumn_dark,"(array([72, 50, 39]), array([156, 125, 109]), array([215, 132, 119]), array([253, 206, 164]))"
